"Row.names"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"X041017C1d150S1"	"X041017E1d150S2"	"X041917E1d14S1"	"X041917F1d14S2"
"3602"	"Spry4"	108.715768173335	0.281422251434324	0.510499719673278	0.551268180155781	0.581449847908773	0.867395399200076	96.0261437424448	96.3472069732829	139.373398293866	103.116323683747
"3603"	"Terf1"	55.2489386240907	0.363430582288124	0.656850974802429	0.55329229342689	0.580063277297367	0.867395399200076	66.6848220433645	23.1603862916545	37.0993937904536	94.0511523708903
"3604"	"Thada"	445.99137546392	-0.185928271096771	0.337683955511179	-0.550598475474848	0.581908954179077	0.867395399200076	444.565480289096	508.602082964734	399.069154827041	431.728783774809
"3605"	"Tmem123"	10390.093466337	-0.171367262601223	0.314032328359662	-0.54569943004389	0.585272563791425	0.867395399200076	13619.7080541368	8462.80515097057	11207.024983673	8270.83567656781
"3606"	"Txnrd2"	495.572887015509	-0.19203129662427	0.352890227823726	-0.544167226756398	0.586326402245595	0.867395399200076	574.378600533513	487.294527576412	388.039605321771	532.578814630342
"3607"	"Uqcrq"	123.53376659754	-0.363148775869541	0.660209827778459	-0.550050545432655	0.582284705567538	0.867395399200076	268.517550094614	25.0132171949869	130.349221425918	70.2550776746409
"3608"	"Urm1"	31.7030942395017	-0.374817797191701	0.685104873829085	-0.547095505388578	0.584313119985501	0.867395399200076	18.6717501721421	58.3641734549695	18.0483537358963	31.7280995949991
"3609"	"Vps37b"	18.6108625298869	0.379899741264272	0.696187627088283	0.545685856057446	0.585281896017845	0.867395399200076	12.4478334480947	15.7490626783251	19.0510400545573	27.1955139385707
"3610"	"Wdr47"	463.584960792045	-0.238264278054667	0.431144208313924	-0.552632445154367	0.580515120337106	0.867395399200076	456.124182776613	556.775686451375	578.550005867344	262.88996807285
"3611"	"Zfp524"	68.4420291085375	-0.317224922013383	0.583133057101802	-0.544000924231608	0.586440836844839	0.867395399200076	73.79786972799	82.4509751982902	72.1934149435854	45.3258565642845
"3612"	"2210408I21Rik"	97.5833942073211	-0.29806789665916	0.548916908519319	-0.543010958549603	0.587122257312412	0.867577830068675	79.1326554914592	140.81514865326	75.2014738995681	95.1842987849974
"3613"	"Armc7"	238.707958074093	0.220730165562395	0.406536504474628	0.542952879096669	0.587162246372403	0.867577830068675	224.061002065705	213.075553883222	227.609794336026	290.085482011421
"3614"	"BC048562"	284.035635943126	-0.22813235247516	0.420881013572781	-0.542035266781428	0.587794211174605	0.867577830068675	261.404502409989	356.66994889148	311.835445103542	206.232647367494
"3615"	"Grifin"	62.6928770427345	-0.320940836569661	0.591560046574364	-0.542532982793854	0.58745139229419	0.867577830068675	67.5739530039426	75.9660670366269	64.1719243942981	43.0595637360702
"3616"	"Ifit2"	286.855995022958	0.230975559737621	0.426513700467665	0.541543119211318	0.588133285552173	0.867577830068675	259.626240488832	263.101988273196	398.06646850838	226.629282821422
"3617"	"Pdcd6"	134.186631549032	-0.271126079492787	0.500006754018777	-0.542244834321988	0.587649853105292	0.867577830068675	185.828370760842	112.096269651608	115.308926646004	123.512959137675
"3618"	"Ptprr"	43.4788764110437	0.341754289036384	0.630619854424506	0.541933918887258	0.587864029330741	0.867577830068675	34.6761074625495	37.9830335183135	49.1316296143845	52.1247350489271
"3619"	"Rdh19"	13.6723756707122	0.306893701790499	0.565769532777994	0.542435893081083	0.587518258880784	0.867577830068675	0	13.8962317749927	0	40.793270907856
"3620"	"Sipa1l2"	548.622313245836	-0.192869221440074	0.355994075876152	-0.541776491548057	0.587972487995272	0.867577830068675	561.04163612484	615.139859906345	612.641340701815	405.666416250346
"3621"	"2010111I01Rik"	31.0571704136382	-0.36169999602454	0.669338713347428	-0.54038409673877	0.588932172966762	0.86768923088471	44.4565480289096	29.6452944533178	24.0644716478618	26.0623675244636
"3622"	"Dhcr24"	54.8181055679566	0.325828506356358	0.603320167634754	0.540059033056578	0.589156321759131	0.86768923088471	51.5695957135352	41.6886953249782	59.1584928009936	66.8556384323196
"3623"	"Fanca"	18.1392433580561	0.374924729322724	0.694381075834032	0.539940880261456	0.589237804182362	0.86768923088471	20.4500120932984	5.55849270999709	8.02149054928726	38.5269780796418
"3624"	"Gpat2"	209.447556429364	0.239904523523746	0.44444567970389	0.539783677689435	0.589346224797537	0.86768923088471	205.389251893563	174.166104913242	179.480851040303	278.754017870349
"3625"	"Igfbpl1"	10.8380801297387	0.339035954788474	0.627944050220543	0.539914272090641	0.589256154852538	0.86768923088471	0	12.9698163233265	19.0510400545573	11.3314641410711
"3626"	"Spag7"	12.8741986007421	0.303542123858332	0.561561564618068	0.540532228313699	0.588830041381589	0.86768923088471	0	12.9698163233265	0	38.5269780796418
"3627"	"Tcea1"	338.8681714172	-0.269099480991028	0.497965708172558	-0.540397614885116	0.588922852334501	0.86768923088471	414.335027629438	337.21522440649	148.397575161814	455.524858471059
"3628"	"Ggnbp2"	26.2940796224487	0.374598104157032	0.694764522809174	0.539172758336022	0.589767655443038	0.867831160117338	11.5587024875165	28.7188790016516	15.0402947799136	49.8584422207129
"3629"	"Pds5a"	92.1195264559076	0.283889172587747	0.52650490136947	0.53919568811104	0.589751835282355	0.867831160117338	80.9109174126155	81.524559746624	97.2605729101081	108.782055754283
"3630"	"Hsp90ab1"	116.439130469307	0.270340968934525	0.501965393787646	0.538564953441575	0.590187075419207	0.868209086153875	118.2544177569	88.9358833599535	120.322358239309	138.243862521068
"3631"	"Synj2bp"	61.9032093749	-0.348628177775223	0.648376136225212	-0.53769433866722	0.590788088359892	0.868853867210637	46.234809950066	99.1264533282814	24.0644716478618	78.1871025733907
"3632"	"Tnk2"	322.909780523533	-0.2404912183982	0.448417732272017	-0.536310678838886	0.591743851442286	0.870019869686621	320.087145808149	386.315243344798	187.50234158959	397.734391351596
"3633"	"9430018G01Rik"	29.9874917271595	-0.372815094805362	0.697403023786744	-0.534576252309688	0.592942908585026	0.870243599334608	7.11304768462554	68.5547434232975	8.02149054928726	36.2606852514276
"3634"	"Ap3b2"	23.8196991563419	-0.367437053772198	0.687442055566395	-0.534498945470336	0.592996378858023	0.870243599334608	34.6761074625495	23.1603862916545	17.0456674172354	20.396635453928
"3635"	"Eif1ax"	345.924264564734	0.199742436701749	0.37361411664609	0.534622295578185	0.592911063214172	0.870243599334608	355.652384231277	284.409543661518	407.090645376329	336.544484989812
"3636"	"Ercc5"	338.769703182016	-0.221868632916715	0.415762712176369	-0.53364245137644	0.593588931841242	0.870243599334608	449.011135091987	286.26237456485	365.980506311231	253.824796759993
"3637"	"Kcmf1"	76.8568458989364	0.295858525511141	0.555107076873394	0.532975596667845	0.594050473155	0.870243599334608	70.2413458856772	63.9226661649665	79.2122191742117	94.0511523708903
"3638"	"Kcnj12"	209.801879091063	-0.323372206739805	0.60453013646226	-0.534914948379902	0.592708671128431	0.870243599334608	235.619704553221	246.426510143204	311.835445103542	45.3258565642845
"3639"	"Krcc1"	13.9875580376906	0.364772365250504	0.68397364357634	0.533313481705514	0.593816596746621	0.870243599334608	1.77826192115639	17.6018935816575	15.0402947799136	21.5297818680351
"3640"	"Lyzl4"	110.920688700416	0.285167631890861	0.535232551051852	0.532792019712632	0.594177558646813	0.870243599334608	72.0196078068336	123.213255071602	102.274004503413	146.175887419817
"3641"	"Mrps24"	39.4269499909186	0.364870205887476	0.684063775881896	0.533386240803477	0.593766240052298	0.870243599334608	0	54.6585116483047	70.1880423062636	32.8612460091062
"3642"	"Nutm1"	426.351254560731	0.193638889651696	0.362894974306816	0.533594850745937	0.593621871594099	0.870243599334608	441.898087407362	349.258625278151	515.380767791707	398.867537765703
"3643"	"Pip4k2a"	36.6916329883885	-0.354354183010003	0.663539931513463	-0.534035958019526	0.593316656334998	0.870243599334608	98.6935366241794	0	5.01343159330454	43.0595637360702
"3644"	"Polr2j"	17.9491679822493	0.371493001722298	0.697092748830556	0.532917610096383	0.594090614388122	0.870243599334608	11.5587024875165	14.8226472266589	8.02149054928726	37.3938316655347
"3645"	"Sirt2"	12.6815861945073	-0.365612017921615	0.684618759322191	-0.534037393722005	0.593315663047048	0.870243599334608	26.6739288173458	6.48490816166327	13.0349221425918	4.53258565642845
"3646"	"Tvp23a"	235.48820861503	0.215263575533148	0.402077058893209	0.53537890504298	0.592387874080513	0.870243599334608	205.389251893563	226.971785658215	237.636657522635	271.955139385707
"3647"	"Gimap4"	978.688575466516	0.157108869830931	0.295447229751623	0.531766264869058	0.594887890405439	0.871045060259129	834.893971982923	1010.7192577678	966.589611189115	1102.55146092622
"3648"	"Prex1"	24.4586145510462	0.370411140349856	0.696920623137587	0.53149688508605	0.59507449927058	0.871079447945421	4.44565480289096	31.4981253566502	12.0322358239309	49.8584422207129
"3649"	"Il22ra2"	99.7995765345831	0.273509932958099	0.515606676851939	0.530462356748416	0.595791401754614	0.871658434133449	85.3565722155065	91.715129714952	104.279377140734	117.84722706714
"3650"	"Xpa"	87.7734131927172	0.298922939211359	0.563521758414702	0.53045500860923	0.595796495241028	0.871658434133449	69.352214925099	83.3773906499564	69.1853559876026	129.178691208211
"3651"	"Txlnb"	495.944815036579	-0.197320723291439	0.372393583750526	-0.529871436838793	0.596201071222706	0.872011427096481	582.380779178716	482.662450318081	358.961702080605	559.774328568913
"3652"	"Bag6"	838.369068582384	-0.22900415969088	0.43259008782894	-0.529379119249343	0.596542480228073	0.872271863203152	932.698377646524	893.064495406199	1112.98181371361	414.731587563203
"3653"	"4930552P12Rik"	83.8800378666343	-0.286809046705192	0.543712030112688	-0.527501748757975	0.597845202354128	0.872393661897181	85.3565722155065	102.832115134946	78.2095328555508	69.1219312605338
"3654"	"Ace3"	43.6875279618684	-0.363221303108294	0.688446387424121	-0.527595626534285	0.59778002914234	0.872393661897181	11.5587024875165	94.4943760699505	38.1020801091145	30.594953180892
"3655"	"Cdkn1a"	388.89709490135	-0.233466023014648	0.442341041767128	-0.527796430740326	0.597640634727636	0.872393661897181	527.254659622868	321.466161728165	463.241079221339	243.626479033029
"3656"	"Ces5a"	23.2914236073719	0.367758561032332	0.697786957035679	0.527035590625876	0.598168873310057	0.872393661897181	4.44565480289096	30.571709904984	32.0859621971491	26.0623675244636
"3657"	"Cngb3"	67.9939810352209	-0.205808269210254	0.390138425035767	-0.527526272736109	0.59782817664557	0.872393661897181	0	243.647263788206	0	28.3286603526778
"3658"	"Fam189b"	262.785639586526	-0.236909435913856	0.448917087507405	-0.527735393698837	0.597683003904435	0.872393661897181	200.943597090672	373.345427021471	210.564126918791	266.289407315171
"3659"	"Fgfr3"	22.0118985832752	0.368803344272078	0.697733215319282	0.528573581097633	0.59710129116752	0.872393661897181	5.33478576346916	27.7924635499855	22.05909901054	32.8612460091062
"3660"	"Gm14379"	94.5295165462005	-0.308368155877418	0.585244174809215	-0.526905126356779	0.598259473757955	0.872393661897181	61.3500362798953	153.784964976586	97.2605729101081	65.7224920182125
"3661"	"Sass6"	63.0325798877851	-0.326735550612759	0.619777595608748	-0.527181932563789	0.598067254084278	0.872393661897181	89.8022270183975	55.5849270999709	33.08864851581	73.6545169169623
"3662"	"Syt6"	120.694763448815	0.280550839774052	0.531951754769795	0.527399030567089	0.597916516586354	0.872393661897181	87.1348341366629	125.992501426601	174.467419446998	95.1842987849974
"3663"	"Iqgap3"	3089.3996484802	0.143294704973326	0.272093755732743	0.526637241591363	0.598445524903751	0.872426727541914	2999.03873003024	2860.77091474517	3724.97967382527	2772.8092753201
"3664"	"Marf1"	154.065671048548	0.280856069755515	0.534068512054371	0.525880225881811	0.598971428809983	0.872716897638556	80.0217864520374	191.7679984949	139.373398293866	205.099500953387
"3665"	"Tead3"	87.9173489114583	-0.312050196566525	0.593372467905466	-0.525892611209322	0.598962822954071	0.872716897638556	96.0261437424448	104.684946038279	111.298181371361	39.6601244937489
"3666"	"Pi4ka"	460.563788333629	0.214354036362342	0.409547870006258	0.523391896432196	0.600701562258822	0.874999002308268	558.374243243105	287.188790016516	465.246451858661	531.445668216235
"3667"	"Epha2"	39.2308268275806	-0.356940693969214	0.682951941756504	-0.522643940437724	0.60122205654178	0.875078366719289	71.1304768462554	23.1603862916545	15.0402947799136	47.5921493924987
"3668"	"Marcksl1"	31.4353895249151	-0.344907796844751	0.659975274529597	-0.522607149321749	0.601247664324545	0.875078366719289	84.4674412549283	0	5.01343159330454	36.2606852514276
"3669"	"Pold4"	719.603242316524	0.1953611459276	0.373517151951989	0.523031258154139	0.600952501018061	0.875078366719289	763.763495136668	569.745502774702	571.531201636717	973.372769718009
"3670"	"Morc1"	148.552861449308	0.264107119778325	0.506303348776826	0.521638105725311	0.601922326578982	0.875344559894271	176.047930194482	88.9358833599535	169.453987853693	159.773644389103
"3671"	"Parp12"	296.118095546367	0.223085241405808	0.4276385677195	0.521667731223287	0.601901695818851	0.875344559894271	193.830549406046	347.405794374818	307.824699828899	335.411338575705
"3672"	"Tenc1"	2499.93991154655	0.160979296346022	0.30843761656054	0.521918494057695	0.601727081049607	0.875344559894271	1811.15976669778	2895.04828645682	2634.05695912221	2659.49463390939
"3673"	"9130011E15Rik"	71.8691791885815	0.295303873805368	0.569391795038167	0.518630363799979	0.604018530741748	0.875661219831022	62.2391672404735	62.9962507133004	94.2525139541253	67.9887848464267
"3674"	"Cnpy4"	379.532026664748	-0.18717451236288	0.360446350017316	-0.519285359260505	0.603561761506171	0.875661219831022	361.876300955324	450.237909509764	374.001996860519	332.011899333384
"3675"	"Dlec1"	49.1249567848314	0.327268282708904	0.630381507734005	0.519159078579758	0.603649812827818	0.875661219831022	37.3435003442841	45.3943571316429	40.1074527464363	73.6545169169623
"3676"	"Map4k4"	27.0322354534454	0.351187254699253	0.67768587504422	0.518215396884785	0.604307993398163	0.875661219831022	21.3391430538766	22.2339708399884	35.0940211531318	29.4618067667849
"3677"	"Mau2"	81.5961339900998	0.301548065163351	0.58005685830099	0.519859494544375	0.6031615088698	0.875661219831022	53.3478576346916	88.0094679082873	67.1799833502808	117.84722706714
"3678"	"Mc3r"	19.9410840717737	0.352507922258696	0.678153243519849	0.519805701184969	0.603199005299139	0.875661219831022	7.11304768462554	20.381139936656	51.1370022517063	1.13314641410711
"3679"	"Mecr"	257.503749503813	0.245797444538894	0.471855737016309	0.520916511671868	0.602424932468526	0.875661219831022	234.730573592643	229.751032013213	173.464733128337	392.068659281061
"3680"	"P2rx1"	20.6079144805265	0.36013298209498	0.693324596079761	0.519429116075308	0.60346153168484	0.875661219831022	16.0043572904075	13.8962317749927	49.1316296143845	3.39943924232133
"3681"	"Pak6"	210.300933106878	-0.236834776192518	0.456232271713405	-0.519110091232855	0.603683971630805	0.875661219831022	255.180585685941	204.737814818226	239.642030159957	141.643301763389
"3682"	"Phf20l1"	3944.33437083559	-0.169668632545662	0.327454787237761	-0.518143692376279	0.604358017616391	0.875661219831022	4202.92205065312	4178.13368701448	4770.7815041886	2625.50024148618
"3683"	"Relb"	16.6381368239967	-0.361458329782324	0.69775265374795	-0.518032182093132	0.604435815785983	0.875661219831022	25.7847978567676	15.7490626783251	8.02149054928726	16.9971962116067
"3684"	"Tsc22d4"	25.0653276621879	0.362379053580398	0.697799415862909	0.51931693455529	0.603539746004846	0.875661219831022	5.33478576346916	32.4245408083164	16.0429810985745	46.4590029783916
"3685"	"Wbp4"	18.3813537794961	-0.361462387373791	0.697610088707996	-0.518143864638247	0.60435789743664	0.875661219831022	30.2304526596586	15.7490626783251	6.01611791196545	21.5297818680351
"3686"	"Zfpl1"	901.530018062834	0.165140272304097	0.317225291329992	0.520577257922068	0.602661295368734	0.875661219831022	785.991769151122	907.887142632858	805.157113884709	1107.08404658265
"3687"	"Igsf5"	35.9832103947666	0.36015335954989	0.696491234804825	0.517096758081693	0.605088616596322	0.876369192466602	50.680464752957	4.63207725833091	59.1584928009936	29.4618067667849
"3688"	"2310068J16Rik"	59.0168149731535	0.338663294204022	0.658398381030106	0.514374433415468	0.606990230579347	0.876706848751913	18.6717501721421	78.7453133916254	49.1316296143845	89.5185667144618
"3689"	"Atp6v0a1"	56.6968736229943	-0.341017301645746	0.663133659866183	-0.51425123211897	0.607076352965248	0.876706848751913	80.9109174126155	52.8056807449724	77.2068465368899	15.8640497974996
"3690"	"Chmp2b"	1826.03393405703	-0.150687057343887	0.292021750226866	-0.516013129935769	0.605845238900105	0.876706848751913	1912.52069620369	1938.98754033732	1428.82800409179	2023.7994955953
"3691"	"Gm10639"	64.3284492335577	0.303474949826867	0.590214050152941	0.514177779651684	0.607127701626325	0.876706848751913	67.5739530039426	43.5415262283105	78.2095328555508	67.9887848464267
"3692"	"Kat2b"	21.1974326635107	0.358572073508218	0.69552697724568	0.515540137534536	0.6061756293696	0.876706848751913	12.4478334480947	20.381139936656	36.0967074717927	15.8640497974996
"3693"	"Kif9"	125.387586505851	0.255731516261211	0.496675321734021	0.514886697749319	0.60663219688557	0.876706848751913	97.8044056636012	126.918916878267	119.319671920648	157.507351560889
"3694"	"Naglu"	162.314353072376	-0.295941553350548	0.573829065704683	-0.515731201219515	0.606042159550763	0.876706848751913	195.608811327202	171.386858558244	225.604421698704	56.6573207053556
"3695"	"Paf1"	31.5618478922161	-0.349816296408448	0.680230916704687	-0.514261095486661	0.607069457895634	0.876706848751913	32.0087145808149	43.5415262283105	37.0993937904536	13.5977569692853
"3696"	"Plxdc1"	52.9802049195087	-0.323304817325477	0.627153118469954	-0.515511775041849	0.606195443448365	0.876706848751913	41.7891551471751	80.5981442949578	52.1396885703672	37.3938316655347
"3697"	"Prkrip1"	57.0392539770393	-0.319760934061786	0.620946511150515	-0.51495729232671	0.606582864062061	0.876706848751913	70.2413458856772	61.143419809968	66.1772970316199	30.594953180892
"3698"	"Vpreb1"	10.5636126317335	0.305927865379145	0.593738244802259	0.515257132342944	0.60637335018467	0.876706848751913	0	12.0434008716604	29.0779032411663	1.13314641410711
"3699"	"Dhx58"	63.5050308253611	0.321134896201087	0.625128102668314	0.513710541615945	0.607454380673191	0.876941441685548	42.6782861077533	64.8490816166327	41.1101390650972	105.382616511961
"3700"	"Cpne3"	235.900203417922	0.284128910640307	0.554443980171948	0.512457382172661	0.608330939851946	0.877969518597132	327.200193492775	87.0830524566211	329.883798839439	199.433768882852
"3701"	"Fam214a"	18.0708053737628	0.35709718144325	0.697496371249882	0.511969948751629	0.608672041639298	0.877987223758469	16.0043572904075	11.1169854199942	36.0967074717927	9.06517131285689
"3702"	"Med27"	35.0090607083957	0.341115933200926	0.666225015869168	0.512013096289848	0.6086418439215	0.877987223758469	22.2282740144548	35.2037871633149	53.1423748890281	29.4618067667849
"3703"	"Cd274"	1765.30057219272	0.166199656094926	0.325017882464729	0.511355420921992	0.60910220433553	0.878039162491649	1431.50084653089	1883.40261323735	1470.94082947555	2275.35799952708
"3704"	"Cisd3"	25.8439400789339	-0.356116907343211	0.696610459115992	-0.511213839360276	0.609201329032127	0.878039162491649	29.3413216990804	34.2773717116487	34.0913348344709	5.66573207053556
"3705"	"Prss21"	64.61790042149	-0.322436154736806	0.630545298505263	-0.511360810240209	0.609098431284474	0.878039162491649	39.1217622654405	110.243438748276	67.1799833502808	41.9264173219631
"3706"	"Kif1b"	81.9821091021045	-0.286135435209107	0.560256946127331	-0.510721798608591	0.609545874521228	0.878192755335623	113.808762954009	70.4075743266298	71.1907286249245	72.5213705028551
"3707"	"Ndufa7"	10.1071925966556	-0.277337628246266	0.543407597622479	-0.510367594158925	0.609793955442362	0.878192755335623	30.2304526596586	0	0	10.198317726964
"3708"	"Zfp850"	20.4665629421085	-0.355571872888675	0.696711828984626	-0.510357163602171	0.609801261570129	0.878192755335623	36.4543693837059	13.8962317749927	19.0510400545573	12.4646105551782
"3709"	"Atp6v1c2"	57.0271787992272	-0.333911031676705	0.655883610878448	-0.50910104496968	0.610681399394669	0.878271114912729	106.695715269383	26.8660480983193	57.1531201636718	37.3938316655347
"3710"	"Ccz1"	41.8770817873774	-0.339892958498934	0.667935118801532	-0.508871219571147	0.61084249452919	0.878271114912729	28.4521907385022	70.4075743266298	21.0564126918791	47.5921493924987
"3711"	"Fancg"	940.105697121345	-0.197002757279644	0.386793674697656	-0.509322592810325	0.610526124220735	0.878271114912729	1042.06148579764	978.294716959488	1179.15911074523	560.90747498302
"3712"	"Glipr2"	28.2148072710509	0.35030803530361	0.687065696002724	0.509861047264716	0.61014881327349	0.878271114912729	33.7869765019713	11.1169854199942	35.0940211531318	32.8612460091062
"3713"	"Mir532"	48.2887615315465	-0.317281149346946	0.62310702115675	-0.509192062637873	0.610617606157508	0.878271114912729	45.3456789894878	65.7754970682989	40.1074527464363	41.9264173219631
"3714"	"Tmem181a"	200.617195332464	0.226733872378632	0.445097865753546	0.509402290650784	0.610470271061621	0.878271114912729	161.821834825231	203.81139936656	178.478164721642	258.357382416421
"3715"	"Rgs14"	27.6577546182478	0.343461984374102	0.67617552989699	0.507947964970612	0.611489835721702	0.878965201279646	38.2326313048623	0	27.0725306038445	45.3258565642845
"3716"	"Khsrp"	11.5050011804264	-0.338390294482637	0.667243062127693	-0.507146965910119	0.61205170329466	0.879536086004704	25.7847978567676	4.63207725833091	2.00537263732182	13.5977569692853
"3717"	"Gnb3"	44.2309320727234	0.326234579088515	0.64376191127099	0.506762785086841	0.612321271207849	0.879686733454376	44.4565480289096	29.6452944533178	37.0993937904536	65.7224920182125
"3718"	"Fam120a"	16.8634959360925	0.351867985755336	0.694787463867967	0.506439744603974	0.612547979440645	0.879714300827887	4.44565480289096	20.381139936656	12.0322358239309	30.594953180892
"3719"	"Gpr101"	83.6059054164461	0.279428509928999	0.551940126750379	0.506265981374051	0.612669940969833	0.879714300827887	69.352214925099	77.8188979399593	76.204160218229	111.048348582497
"3720"	"Tmem191c"	240.55655219444	0.212642319869854	0.420414287271146	0.505792325113611	0.613002446920976	0.87991335133693	178.715323076217	263.101988273196	267.717247082462	252.691650345886
"3721"	"Unc45b"	833.767456340626	0.212525963840414	0.420344834282121	0.505599085577851	0.613138123656314	0.87991335133693	882.017912893567	649.417231617993	1265.39013415007	538.244546700878
"3722"	"Ttc28"	110.058282018813	0.263815652479418	0.522304880763721	0.505098960771078	0.61348933125673	0.880180824532762	74.6870006885682	121.36042416827	126.338476151274	117.84722706714
"3723"	"Asic3"	31.5040842089019	0.337654335015845	0.669114990062201	0.504628262751155	0.613819955247122	0.880182212948344	28.4521907385022	23.1603862916545	29.0779032411663	45.3258565642845
"3724"	"Tex261"	10.4671970658545	0.315907505720059	0.625736604210329	0.504857001483445	0.613659276577692	0.880182212948344	0	12.9698163233265	13.0349221425918	15.8640497974996
"3725"	"Adamts14"	27.136551315577	-0.35090975371695	0.69742332942695	-0.503151728528039	0.614857600136932	0.880264927554834	39.1217622654405	27.7924635499855	37.0993937904536	4.53258565642845
"3726"	"Cd200r2"	41.690083717155	-0.196331836453158	0.389983003445577	-0.503436905502363	0.614657129856168	0.880264927554834	146.706608495402	0	20.0537263732182	0
"3727"	"Itch"	40.9429011013221	-0.346592157866518	0.688298732234048	-0.503549028401614	0.61457831892974	0.880264927554834	12.4478334480947	86.1566370049549	39.1047664277754	26.0623675244636
"3728"	"Kif15"	230.060735979072	-0.21280647763207	0.422210229493906	-0.504029658133003	0.614240535829769	0.880264927554834	232.063180710908	265.881234628194	246.660834390583	175.637694186602
"3729"	"Mertk"	23.4357476915921	-0.347240084675215	0.691348893517016	-0.502264613325324	0.615481397591236	0.880264927554834	17.7826192115639	38.9094489699796	20.0537263732182	16.9971962116067
"3730"	"Olfr231"	245.219860324489	-0.238180247028365	0.474494082858904	-0.501966738116711	0.615690918430207	0.880264927554834	312.974098123524	224.192539303216	299.803209279611	143.909594591603
"3731"	"Pde4b"	14.2967551846751	-0.306727312797133	0.610816156365306	-0.502159789980557	0.615555125145635	0.880264927554834	40.0108932260187	0	16.0429810985745	1.13314641410711
"3732"	"Six3os1"	12.5199174699021	-0.338165330169481	0.672366408977383	-0.50294798439411	0.615000843357443	0.880264927554834	10.6695715269383	22.2339708399884	16.0429810985745	1.13314641410711
"3733"	"Tfap2e"	54.1660932446807	-0.316845374731632	0.629593101497686	-0.50325420335438	0.614785560303633	0.880264927554834	48.0130718712224	76.8924824882931	61.1638654383154	30.594953180892
"3734"	"Tra2b"	8927.41227232258	-0.125378722957236	0.249496197248576	-0.502527590960915	0.615296449219162	0.880264927554834	10417.9474650947	8238.61261166735	8427.57850834493	8625.51050418333
"3735"	"Ubap2"	36.3175796261765	-0.343086004506514	0.68343537189211	-0.502002118439774	0.615666030815358	0.880264927554834	29.3413216990804	57.4377580033033	12.0322358239309	46.4590029783916
"3736"	"2810004N23Rik"	28.9589303929802	0.343300002578664	0.692226113875539	0.495936220401515	0.619939410375667	0.881304960291676	34.6761074625495	11.1169854199942	19.0510400545573	50.99158863482
"3737"	"4933433G19Rik"	25.1821920962537	-0.344783366207528	0.693424228790172	-0.497218516302894	0.619034965392306	0.881304960291676	47.1239409106442	13.8962317749927	17.0456674172354	22.6629282821422
"3738"	"Alcam"	42.7911747068356	-0.346253118660404	0.693165367712472	-0.499524550401415	0.617409895871676	0.881304960291676	0.889130960578193	107.464192393277	31.0832758784881	31.7280995949991
"3739"	"Aspg"	174.521748528255	0.226846568116499	0.454756753008482	0.498830565166491	0.61789875296308	0.881304960291676	175.158799233904	142.667979556592	160.429810985745	219.83040433678
"3740"	"Atxn7l3"	213.45073151345	-0.21887854736824	0.442642370634641	-0.494481689709056	0.620966034558078	0.881304960291676	264.961026252301	198.252906656563	159.427124667084	231.161868477851
"3741"	"Ces3b"	16.6152862057927	-0.344199765685153	0.697547124133313	-0.493443028831656	0.621699585284409	0.881304960291676	20.4500120932984	20.381139936656	12.0322358239309	13.5977569692853
"3742"	"Emc4"	13.7190398003899	-0.280904086077391	0.566866564978704	-0.495538286136075	0.62022020338033	0.881304960291676	0	39.8358644216458	15.0402947799136	0
"3743"	"Fam222b"	1530.39643650474	0.14456630891792	0.292101843471584	0.494917482203373	0.620658369720495	0.881304960291676	1666.23142012353	1233.98538161935	1699.55331013024	1521.81563414585
"3744"	"Hnrnpul2"	1191.45125509657	-0.163538167122192	0.328849654652446	-0.497303752059683	0.618974866262896	0.881304960291676	973.598401833121	1552.67229699252	1067.86092937387	1171.67339218675
"3745"	"Hspb3"	278.545198369813	-0.193175159694343	0.390484336426106	-0.494706552028108	0.620807275884475	0.881304960291676	300.526264675429	297.379359984844	290.779032411663	225.496136407315
"3746"	"Il6ra"	1206.02707454577	0.140589918739343	0.284323963799422	0.494470873508654	0.620973671523271	0.881304960291676	1082.07237902366	1207.11933352103	1149.0785211854	1385.838064453
"3747"	"Kcnq4"	210.849149631715	0.244583372959828	0.492052400442072	0.497067736566448	0.619141285356264	0.881304960291676	191.163156524311	188.988752139901	323.867680927473	139.377008935175
"3748"	"Lama5"	19.2999240708633	0.337987304843762	0.676571004809662	0.499559251639592	0.617385456071442	0.881304960291676	20.4500120932984	6.48490816166327	49.1316296143845	1.13314641410711
"3749"	"Ltbr"	249.421644283345	-0.19660176540903	0.393812234544491	-0.499227165038265	0.617619359337719	0.881304960291676	252.513192804207	283.483128209852	222.596362742722	239.093893376601
"3750"	"Mdga1"	753.050393807823	-0.175071433334358	0.351613224794699	-0.49790912567802	0.618548094921199	0.881304960291676	779.767852427075	824.509751982902	875.345156190973	532.578814630342
"3751"	"Mob3c"	73.2601140671288	-0.289138099917428	0.579873920268695	-0.498622355327604	0.618045453158447	0.881304960291676	77.3543935703028	88.0094679082873	81.2175918115335	46.4590029783916
"3752"	"Mrpl12"	84.8482594838456	-0.269864397204995	0.545495950554458	-0.494713841469761	0.620802129643655	0.881304960291676	105.806584308805	83.3773906499564	82.2202781301944	67.9887848464267
